,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
8486,-1.667388539,-0.121980362,1.942609218,-0.149046016,1.787022444,-0.432431693,-0.215074991,0.348402291,0.49690554,-1.251399175,2.757831694,-1.793238028,1.378048493,1.355669602,-0.347866692,0.188546084,0.86033329,-0.276340506,-1.318341678,0.130703468,-0.18499053,-0.723443175,0.098882415,-0.410090448,0.065653652,0.013937667,-0.048421291,0.07185341,6.5,0
8489,-0.841900837,1.468276516,2.365322265,0.911386421,-0.122648315,-0.281503312,0.447789239,-0.341188602,1.281539111,0.158333851,0.900062257,-1.949840851,3.139528972,0.796230465,0.704514859,-0.083118116,0.198626961,0.31655377,0.071191035,0.393435377,-0.251134481,-0.161847163,-0.21233002,0.338087802,0.307099319,-0.451064476,-0.069462391,-0.090356951,5,0
8492,-0.984687199,1.024215088,1.429715838,0.431752383,0.604192597,0.079796639,0.399412192,0.072280753,0.881834401,-0.317692481,1.763896491,-2.917009939,-0.327905795,2.208590497,-0.201317656,0.008698242,0.318388469,0.48541088,-0.20159738,-0.365144306,-0.143880937,-0.376227082,-0.191026183,-0.448100964,-0.226216292,-0.610317724,-0.286850133,0.102006675,10.75,0
8492,-3.513939298,-2.361330797,3.111157145,0.349392395,0.072561121,-0.359069919,-0.823234022,0.15812249,3.642195995,-0.521100084,-0.522806077,-2.47540517,0.91266473,-0.383537703,-2.27376948,-0.14112009,0.766208226,0.142924384,-0.020908049,-0.417428128,-0.5510177,0.563924324,1.309379258,0.433952564,0.874240428,1.234611467,0.651591486,0.016518217,75,0
8492,-0.295861904,1.656775104,0.184995815,1.03525576,0.392100492,-1.076811959,1.025501841,-0.399912963,0.974203339,0.411711399,0.646604949,-1.952991168,2.698288669,1.571594322,-0.156051792,-0.672145787,0.503814474,-0.012532742,0.110946048,0.324896981,-0.06756833,0.467328247,0.041614075,0.363359392,-0.592206822,-0.44825817,0.634719003,0.357469034,18.16,0
8493,-2.46441403,0.009825577,2.176764418,-0.227412801,-0.649242962,-0.257093107,1.978877329,-2.302883443,1.942386114,2.834438329,1.280765709,-3.4073267,1.763459554,-0.549197692,0.284665848,-1.846348392,-0.319613111,1.495267992,-1.729236468,-1.292370878,-0.575167538,0.473606776,-0.158930162,0.857281322,-0.39221101,-0.735423232,-2.922171344,-0.412000053,156.99,0
8496,1.233743457,0.301246906,0.298159077,0.71792788,-0.199363023,-0.541320888,-0.203846338,-0.04010063,1.28418361,-0.445612634,2.051939055,-2.40938771,0.493691794,1.592257225,-0.171498518,0.806575818,0.431935183,0.744229589,0.02195267,-0.182876226,-0.422199747,-1.076863948,0.101183586,-0.140234996,0.160877264,0.063281401,-0.063373556,0.008425377,4.49,0
8496,1.214854029,-0.212502568,0.652638516,0.501413633,0.048638482,1.517130173,-0.941983766,0.396034018,2.095510146,-0.479713321,0.562167862,-1.949004,1.718146175,1.182439182,-0.842267061,0.548959583,-0.032586827,0.667700615,0.338682243,-0.114282616,-0.276771704,-0.361548933,-0.154047139,-1.74014806,0.352142151,0.398079904,-0.000914938,-0.01022213,11.5,0
8497,1.096996082,0.77174035,1.664129935,3.895723607,-0.377315141,0.177857725,-0.412868716,0.016289258,0.289017098,0.777942502,0.309236657,-2.556841436,2.286888144,1.298528936,-0.255930897,1.429330533,-0.271552475,0.249017062,-1.946053014,-0.156061428,-0.135157643,-0.216630207,0.084054798,0.294983048,0.178040992,-0.12098385,-0.000704001,0.036716587,9.73,0
8499,-0.78913355,0.198715101,1.492420886,1.344779906,0.380298091,-1.04981757,0.81558327,-1.0571744,1.768850297,1.1241992,1.17811387,-2.921913864,1.390711524,0.98649702,1.081442135,-0.749761626,0.613779538,-0.05616895,1.35134423,-0.25352068,-0.535196457,-0.070788351,0.87871653,0.648997606,-1.551967875,-0.019308477,-0.282608738,-0.507532249,5.99,0
8503,0.736611149,-0.968910077,1.161510704,0.41530656,-1.238849332,0.31787775,-0.719965574,0.20165925,2.128556957,-0.716861881,2.348421811,-1.38379013,1.258221839,1.336352441,-0.84294426,0.01868129,0.785635909,-0.055095585,-0.178143562,0.246416025,-0.059782192,-0.200430896,-0.056248563,0.239789557,-0.12578195,0.931507823,-0.087504163,0.032144104,206.72,0
8507,-1.120106258,1.314873782,2.145066347,3.102717142,-0.576003412,1.091249689,-0.433941965,0.569730301,0.74969706,0.839090834,1.772085554,-2.647457506,0.157849349,1.615256925,-0.745718395,-0.40917474,1.218675499,0.651237347,0.559109168,-0.020719214,0.094387292,0.712501575,-0.076002316,0.158654939,-0.521932479,0.248301632,-0.281623597,-0.064741109,24.95,0
8508,-0.76606982,1.558089496,1.262742527,3.237634599,-1.154018617,0.958190791,-0.546477958,-3.416956193,0.357319443,0.578387569,0.390262087,-3.230494633,0.517203097,2.179675515,0.900326669,0.273503092,1.013630309,0.322480953,0.315056545,-0.877076514,2.666172933,-1.875996245,-0.956597792,0.323510097,0.882836785,0.273835059,0.435963838,0.107024267,276.16,0
8511,-1.600477834,1.317447354,1.639335418,3.177994039,-0.370567587,-0.119108139,-0.782518194,0.917671725,-0.629209875,0.126033324,2.033103862,-1.85788249,1.807318591,2.463246439,-0.061172226,0.541623123,0.809951545,0.815576176,0.820118541,-0.169084347,-0.109380792,-0.479371176,-0.083749068,0.470623219,-0.617742649,-0.124995177,-0.147775312,-0.175943572,15.21,0
8511,1.204748813,-0.799280607,1.371895418,-0.164747807,-1.706958091,-0.602721538,-1.09018231,-0.157268701,1.040079526,0.081985584,0.812809852,-2.446061346,2.613424275,0.600700062,-0.480399603,1.030966625,1.121083361,-0.941773554,0.105455207,0.209742971,0.229321797,0.865963269,-0.121520123,0.727700463,0.390971721,-0.115011035,0.015777946,0.036112977,78.9,0
8513,1.012387133,-0.302432386,0.522006182,0.569370848,0.237717401,1.878483746,-0.806609782,0.712677533,1.912883417,-0.552800484,2.292309637,-2.247227937,-0.713206421,2.053378773,-0.208971136,-1.077618496,1.704245899,-1.543681474,-1.073074111,-0.402962932,-0.326167178,-0.529524352,0.190627087,-1.431173807,-0.08713365,0.385826444,0.001513902,-0.023010204,11.84,0
8514,1.083105826,-1.084489089,1.1608097,-0.438396634,-1.24976727,0.827031371,-1.447667986,0.372439303,1.015398639,0.20211006,2.420888132,-2.470476829,1.082741891,1.127754239,-0.48815442,0.802155389,1.39773525,-1.063870043,-0.197898959,0.088313095,0.302901441,1.025141136,-0.102011286,-0.297896651,0.2052113,-0.049354432,0.033729939,0.014033326,85.9,0
8516,-1.138441173,0.357234839,0.719910505,-1.016124656,0.95796017,-0.369564075,0.684166082,-0.138792038,1.164449009,-0.669586631,1.948358523,-1.405724086,2.119595648,1.344349684,-1.866097975,-0.233421607,0.253364397,-0.350145782,-0.483746337,-0.241944796,-0.083724974,0.386311188,0.251476456,-0.266688311,-0.542756147,0.74292115,-0.680331396,-0.285315555,6.9,0
8518,1.064551398,0.2894339,1.593828335,3.074802742,-0.936387245,-0.23815668,-0.514762464,0.023807429,1.38418655,0.169160932,0.281225386,-2.690570709,0.655193379,1.317200943,-1.103582361,0.304819121,0.624296551,0.072579139,-1.270595835,-0.241277189,-0.046150698,0.205642815,-0.021948283,0.854783697,0.401330888,0.079233514,-0.005583623,0.028434842,22.74,0
8520,1.319840514,0.512945877,0.119723174,0.692855264,0.189062178,-0.532438621,0.038864973,-0.284546107,1.236059876,-0.678638901,0.288537681,-2.059140642,2.931123095,0.914116882,0.316084196,0.650125364,0.370140935,0.134231222,-0.091871478,-0.039549838,-0.482863512,-1.093990131,0.026210477,-0.544299869,0.335807791,0.105420953,-0.044710603,0.017662865,1.29,0
8525,-1.282202782,0.834241003,1.400850143,0.322065143,0.277212549,1.272407021,0.04106222,0.894186644,0.967735482,-1.313473061,1.253952523,-1.61984872,1.661529128,1.673856548,-0.148344524,-1.68850176,2.267970099,-2.272513021,-1.510876284,-0.037655346,-0.107447933,0.085723706,0.204327833,-0.659635522,-0.345453866,0.307340627,0.223792288,0.075784955,60.98,0
8526,1.22452446,-0.840987936,1.245698482,-0.499155912,-1.165325949,0.803985482,-1.535388024,0.383597413,1.003150701,0.232133579,2.443338899,-2.400205947,1.207493637,1.083770772,-0.51247495,0.786043694,1.387692444,-1.095763142,-0.175465887,-0.05182548,0.26016189,1.075033798,-0.03919084,-0.297877495,0.236732501,-0.042014572,0.048452197,0.001592549,12.75,0
8528,0.447395553,2.481953866,-5.660813931,4.455922812,-2.443779754,-2.185040262,-4.716142945,1.249803252,-0.718326067,-5.390330256,6.454187525,-8.485346574,0.635281409,-7.019901559,0.539814071,-4.649864299,-6.288357509,-1.339312322,2.262984788,0.549612971,0.75605255,0.140167769,0.665411101,0.131463792,-1.908217412,0.334807599,0.748534285,0.175413794,1,1
8533,1.132501206,-0.731098625,0.673188026,-1.850291968,-1.103359596,-0.503566555,-0.687546865,-0.074463416,3.39190052,-1.882158429,2.161373152,-0.520658391,2.460880662,1.305820714,0.166376661,-0.632364511,0.308793553,1.202700995,1.193776146,0.074854439,0.077723301,0.646900021,-0.272656338,0.016946979,0.67321938,-0.685410314,0.066740799,0.025474623,74.11,0
8533,-0.211380565,0.225512744,1.962554777,-0.626742956,-0.9200145,-0.544950255,-0.192478778,-0.055382083,2.520615497,-1.565834123,0.272061841,-2.520784345,0.891024662,1.358791384,0.827947894,-1.501567399,1.548370485,0.736514331,2.474710757,0.140289878,0.036359634,0.648192954,-0.22345044,0.406141355,-0.161296634,0.324969257,0.143962684,0.126173518,19.97,0
8535,-1.038477275,0.591250477,1.425729632,-1.804925104,-1.016604987,-0.943997797,-0.273065265,0.36907368,2.797909705,-2.010911623,-0.067675762,-2.268549951,0.75122874,1.484208233,-0.346373227,-0.647859695,0.969493543,0.523988514,0.486227683,-0.141549085,0.036316683,0.518036682,-0.222391142,0.380391338,0.020816305,0.002064307,0.099306942,0.109510447,15.98,0
8538,1.029903448,-0.195763374,1.938467913,1.611360734,-1.124240506,0.861857428,-1.272278569,0.448607588,2.282575096,-0.419126813,2.016235397,-1.433425864,1.171795909,1.089152246,-1.00651067,0.085513625,0.546856729,0.641304573,-0.7828414,-0.234739051,0.109154687,0.830170562,-0.047011018,0.197510381,0.299486103,-0.211533316,0.081683158,0.023426751,4.9,0
8538,1.069890601,-0.16271305,1.827301061,1.684744206,-1.071814081,0.661849882,-1.146231975,0.299210552,2.520600744,-0.598576408,0.174974186,-2.067483199,1.521586486,0.837054989,-0.3150867,-0.061199837,0.711035412,0.186046291,-1.00025268,-0.206307422,0.052179168,0.694230452,-0.070335626,0.054148947,0.361101444,-0.183204689,0.08502487,0.033602079,13.9,0
8539,1.084182706,0.274671969,1.505476576,3.026616607,-0.855525727,-0.127208178,-0.539700266,0.051856084,1.436320326,0.178055337,0.054551562,-2.891051749,0.441802609,1.353773041,-1.061555023,0.376188851,0.563582489,0.169744041,-1.190425604,-0.256156025,-0.064218473,0.148782399,-0.041991175,0.641588916,0.421398152,0.093130725,-0.006961466,0.025333038,19.99,0
8542,1.228200671,-1.057488056,0.564510911,-0.589697063,-0.791666635,0.849964758,-1.237306655,0.144059203,1.304686532,0.056893719,-0.683637349,-3.469711485,1.887729779,0.733293042,0.013432962,1.294029253,0.829855273,-0.696337775,0.396132838,0.22699948,0.148706175,0.563299129,-0.317536549,-1.32584366,0.504346903,0.021551729,0.017949038,0.018048897,107.1,0
8542,0.881527475,-1.328530012,0.590217039,-0.291239275,-1.560374784,-0.622990636,-0.683135505,-0.111648039,0.544780233,0.354654431,2.328668196,-3.004207966,0.630197104,1.648511515,-0.399702144,1.435408241,0.797016024,-0.160317536,0.278708179,0.452843512,0.393721175,0.703415144,-0.30982474,0.502020244,0.353438289,-0.122590386,-0.06543199,0.042482458,250.76,0
8544,-6.571336058,-11.94389198,-4.246321808,6.825816412,-2.896623559,2.706660846,5.373923228,-0.872186836,-0.626203331,-0.955355835,0.951596285,-2.136055166,2.352624967,2.669868058,-1.412916828,1.233989841,0.038883222,0.915151281,-2.34841367,7.922140914,2.220492527,-2.395097516,-3.731390694,-1.015761395,-0.740823918,-0.297883453,-0.793710417,0.680622305,4002.88,0
8548,1.170897616,0.503802045,0.732950588,2.326866599,0.482490478,1.086716434,-0.348988552,0.09592188,0.745394708,0.187105758,-0.409765219,-2.273904902,3.283462632,1.186509465,0.29264274,1.065017074,-0.352420502,0.039801332,-1.177734494,-0.039349411,-0.263887942,-0.512864888,-0.065782288,-1.381371355,0.326016289,-0.07622103,0.010005215,0.018831248,26.97,0
8549,1.271934263,-0.949432726,0.609886935,-0.54774988,-0.905183966,0.399141832,-1.103633977,-0.041354372,1.183725,0.076833126,-0.764188248,-3.116927735,2.730783983,0.541130332,-0.328847405,1.547773086,0.504550705,-0.348521327,0.748834984,0.311495144,0.130567027,0.516388105,-0.356899924,-0.991853621,0.604991219,-0.010923811,0.006848223,0.023231498,107.1,0
8549,1.159853814,-0.647413976,0.780763435,-0.562610594,-0.486895609,0.98866902,-1.090699657,0.292907199,0.539183632,0.046197681,1.992195536,-2.357011393,2.331419857,1.180439661,1.161988937,-0.17347955,2.188682965,-2.899275712,-1.548149199,-0.038519039,0.355048299,1.368805718,0.020576577,-0.620520093,0.193812945,0.033124339,0.063302015,0.00434646,28.6,0
8550,1.162311137,-0.230701855,1.133642734,1.156108138,-0.156206138,1.975834998,-1.289260423,0.553730919,2.366487126,-0.426591155,0.342812919,-1.901408491,1.829119346,0.910311629,-0.8999621,0.634206379,-0.173560751,1.232878097,-0.057550873,-0.147652644,-0.012981022,0.499457225,-0.291396213,-1.728405833,0.567340299,-0.093020669,0.080856295,0.004868815,6.9,0
8551,-4.747038295,2.570900526,-0.670665383,-3.047315528,2.505106814,4.482031471,-0.766938599,-6.615004629,4.891961091,4.356670813,1.550967953,-2.946086721,1.108891878,-0.647943076,0.409554791,0.26716234,-1.074438395,0.339227068,-1.167895877,1.607952683,0.814479157,-0.48775863,0.212530597,0.92639109,0.501133076,0.82688361,0.089375404,-0.243426532,50,0
8552,1.068577585,-0.037199143,2.002886323,1.743757339,-1.124371949,0.48998866,-1.07602711,0.215161485,2.328720651,-0.627009279,0.659963206,-1.35867478,2.591431527,0.629696587,-0.465085773,-0.211408718,0.765396833,-0.062016255,-1.127755107,-0.167300257,0.080148736,0.853703248,-0.034563581,0.397918089,0.359366481,-0.205452014,0.094988257,0.037312244,3,0
8553,-0.398431142,-0.074494853,2.200721165,-1.288001397,-0.979442897,-0.527581805,-0.390670162,0.062078426,0.934942916,-0.517162955,-0.325429783,-4.176309469,-0.215885136,0.937347417,-1.425133725,1.056340379,1.106881936,-0.636959517,-0.094197162,-0.119264941,0.206464463,0.81291629,-0.242293882,0.324537231,-0.05649501,-0.225172671,0.093131739,0.117195055,14.4,0
8554,-0.691046136,0.834742193,1.867066236,1.79720098,-0.504313178,1.135121741,-0.47814859,0.802825177,1.875598462,-1.162081474,-1.065993848,-2.577274906,0.256618612,1.211182517,-2.005255707,-1.338042244,1.933236547,-0.417875306,1.2843509,-0.225939972,-0.451050813,-0.760153511,0.034490312,-0.521810721,-0.361220395,-0.438817194,0.073698924,0.079391122,21.49,0
8554,-2.748398938,0.162621025,1.246215095,1.863837485,0.889099181,-0.928162183,0.034067843,-0.078236603,1.820182631,0.939016579,1.085325178,-1.677917995,2.253619678,0.974798428,-0.420456944,-1.406546473,1.420081839,-0.781155906,0.354774393,-0.102272901,-0.544452358,0.220498883,0.415997212,0.608465404,0.231276371,-0.229889677,1.010029889,0.718836355,10.95,0
8555,-1.643402446,2.415623392,1.749660912,2.369844723,0.557029693,1.293982401,0.325162296,-0.809730688,0.834171201,2.580880335,2.958371208,-1.99014777,1.870055573,1.153685568,0.43346578,-0.687269933,0.819404235,-0.399773764,0.051059898,0.817109429,0.278487727,-0.612212415,0.154247505,-0.418547794,-0.379334591,-0.065817366,0.616193162,0.047915282,2.68,0
8558,0.956802986,-0.665629004,1.055664171,0.274293071,-1.041589582,0.147273413,-0.712911288,0.08650242,2.094129649,-0.654673728,1.743051136,-1.357323533,1.906110337,1.150609657,-1.124218633,0.431732746,0.279888752,0.486296171,0.400365417,0.18457391,-0.159807304,-0.331130138,-0.094075827,0.042887883,0.063366525,0.940023491,-0.087609024,0.018938875,134.79,0
8560,1.352097467,-0.71745648,1.171327339,-0.486925651,-1.35708908,0.052264343,-1.390244803,0.122620883,1.018827596,0.322296239,1.711193803,-2.627652608,1.412520109,0.983051813,-1.007371815,1.467925359,0.697112631,-0.095899719,0.676348963,0.012456467,0.178154448,0.795309172,-0.134453255,-0.010773454,0.435598191,-0.080073469,0.017157863,0.00372993,4.14,0
8562,1.199807221,0.137510086,1.242297934,1.420545609,-0.597076027,0.140707109,-0.61702869,-0.001078164,2.097032098,-0.591636386,-0.158771694,-1.786683191,2.514776041,0.894047819,-0.606955381,0.157372263,0.260379861,0.279050853,-0.230892839,-0.122211608,-0.239519983,-0.186046997,-0.059867442,-0.157487798,0.485139718,-0.418388677,0.050945496,0.027605736,4.99,0
8563,-1.779024378,-0.121921743,3.389072127,-0.303840209,-1.187160665,0.662468909,-0.450036409,0.307505329,3.149560498,-0.512587055,1.3370136,-1.659388727,0.82249318,-0.116261481,-3.176224887,-0.140650444,0.658161313,0.526748064,-0.031687103,0.279180295,-0.204773434,0.527290552,-0.324063753,0.588912102,0.366744917,1.113903765,0.298917171,0.141114423,94.53,0
8565,-1.384304614,1.039127457,1.957868014,-1.631140741,0.529895417,0.250339074,0.897774638,-0.468799293,2.704752508,1.228007607,2.754267789,-3.013416154,-0.474214265,0.858771019,-0.028757039,-0.163574676,0.020232326,-0.437008146,-1.410090527,0.580252176,-0.461665771,-0.161371684,-0.070447695,-0.381953143,-0.511766314,0.621705365,-0.116903215,-0.499593114,2.31,0
8567,1.151680793,-0.01196394,1.170516978,1.134897518,-0.70781814,-0.002687074,-0.506216709,0.002532387,2.141611874,-0.752781793,0.594904133,-1.361959357,2.11141994,0.864438155,-1.477674511,-0.930953195,1.350221129,-1.004284176,-0.326025291,-0.182605114,-0.243013661,-0.034248783,0.016971975,0.427332723,0.397983414,0.497479291,-0.00902921,0.006889572,0.02,0
8568,-0.425551591,1.038673987,1.062352071,1.276163803,-0.531845469,0.14706514,-0.249955562,0.481535288,0.903913264,-0.411961345,1.331704262,-2.324692795,0.466944713,2.069562441,-0.826413681,-0.554457747,1.226819605,0.70745094,2.162118356,-0.101110444,-0.207601445,-0.389513706,-0.007922858,-0.035435528,-0.432587626,0.403827676,-0.209803417,-0.024144161,18.35,0
8570,1.284230257,-0.863518176,1.079988315,0.03066059,-1.682980658,-0.599787508,-1.076567112,-0.027489419,1.603025043,0.048690055,-0.000963272,-3.603007953,-0.323300545,0.957481321,-1.733102415,0.338629415,1.851900997,-1.266813126,0.726386722,-0.083347313,-0.064561583,0.154127219,-0.062194723,0.672858722,0.499257426,-0.147079769,-0.004359596,0.01289831,37.1,0
8573,-4.271080065,-0.795919941,0.255974538,0.95804032,0.724432094,-1.643109394,-0.345998377,0.431209645,1.778348231,0.158848325,1.091841334,-2.610719179,1.088791103,1.193102945,0.788278849,0.390412168,1.230132408,-0.381040116,-0.448714759,-1.751346716,-1.136837072,-0.461102003,2.213511042,0.290257206,0.461433547,0.196197651,1.00778836,-0.664146829,9.81,0
8575,0.975839831,0.289994562,0.758432387,2.713665933,-0.023550519,0.44993604,-0.126615229,0.15769235,0.634495383,0.349165392,1.94499492,-2.162125282,0.528471345,1.953721949,-1.371900095,0.261798866,0.473608711,-0.141278234,-0.990017889,-0.168536351,-0.238375587,-0.564263858,0.014310083,-0.076087731,0.29530957,-0.130422786,-0.037167436,0.010657693,65.1,0
8575,-1.250450475,-0.122507089,3.650607955,-0.125998258,-1.232319133,0.324195917,-0.367236287,0.110759074,3.061066425,-1.196419751,-0.292266832,-2.30355068,0.919287713,-0.201469377,-2.532723625,-0.363761208,0.97069138,0.010759698,-0.310113733,0.026371852,-0.151094893,0.488568179,-0.348191323,0.771678159,0.244890843,1.101084772,0.003634806,-0.114208018,74.7,0
8580,-0.311013921,0.088792761,1.65028079,-1.538716191,-0.504449787,-0.892103325,0.046930259,-0.14191586,2.660409381,-1.947641808,0.259848803,-1.749034553,1.984232743,1.027695795,-0.336658871,-0.93661691,0.82776015,0.406029693,0.799680912,0.009498334,0.10406369,0.81025192,-0.087983505,0.423983497,-0.476106063,-0.035323751,0.174282021,0.182226561,24.95,0
8583,-1.349624851,0.759472906,1.205705614,1.440371784,-1.142066735,0.569419544,-0.643753229,1.076353049,1.012090604,-1.000768223,1.76544418,-1.469015127,1.208930558,2.019978081,-1.01426094,-0.316585304,1.226379121,0.633146708,0.158547486,-0.293445252,0.231205643,0.78116228,0.029035343,0.187102421,-0.222754343,-0.243557093,-0.20786987,-0.170966176,89,0
8583,-0.976429371,1.56105459,1.756080506,2.649625957,0.475623797,1.412976283,-0.248854043,0.67723277,-0.235345021,0.052139549,-0.521327153,-2.543987174,3.408563128,1.481870203,1.057277629,0.429132433,0.480613794,0.453912729,0.63969807,0.347525846,-0.19397736,-0.344758495,-0.197761453,-1.36903167,0.12713527,0.228436174,0.215330261,0.054762274,26.97,0
8584,1.280114684,-0.620368963,0.739713132,-0.576604941,-0.98489074,-0.095444506,-1.004940969,0.052738834,0.46189959,0.390551855,2.49665444,-2.577123803,1.395080662,1.457666548,-0.246927087,1.137010537,0.948840165,-0.683878491,0.0632727,0.028522073,0.283033006,0.960918086,-0.120607868,-0.005424348,0.415879786,-0.059191538,-0.002340925,0.00021985,29.92,0
8585,-1.072703557,0.757297112,1.054093736,0.931197324,0.447871708,0.313336204,0.151679217,0.581356292,0.600492206,-0.999388834,1.449326521,-1.582748327,1.40634675,1.95386129,-1.78702025,-0.454625336,0.80903838,0.160355295,-0.004102966,-0.089675271,-0.009532009,0.072037087,-0.060997534,-0.356858268,-0.104922991,-0.444885467,0.008563078,0.009167319,45.58,0
8589,-1.326353524,0.565454841,0.959707972,0.336732243,-2.643078167,1.066456535,0.431728463,0.8077855,1.601496861,-1.675911974,-0.155432316,-2.413848238,0.938848638,1.605210501,-0.624038058,-0.408419783,1.718964879,-0.332172603,0.668676981,-0.249586143,-0.157786336,-0.183033419,0.434410818,0.086649496,-0.841801404,0.927685978,-0.136441851,-0.068602221,348.85,0
8590,-0.487162267,0.181283463,1.142114102,-1.212777293,-0.073609883,-0.299527006,1.338576124,-0.316172687,1.740881221,-1.600528898,2.52180287,-1.571071073,0.897427787,1.761409038,-0.654285217,-1.449310605,0.910385088,0.203056279,0.611976514,0.208017201,0.032271797,0.461239215,-0.004623164,0.170117714,0.358082597,-0.662228362,-0.141111602,-0.179216411,147.1,0
8592,-23.06684166,-25.64052693,-3.080313075,4.866932382,6.9013966,-4.074335449,2.027344654,-2.688651541,3.402965817,2.881872585,3.236837287,-2.889369071,4.465413177,-1.550096322,1.928388393,3.930881236,-1.352590541,-0.988007677,2.693420593,-13.27603434,-5.378106262,3.312970537,13.87622086,-0.572177083,5.525092704,0.906979961,3.35882175,3.553905855,845.73,0
8593,0.503669059,-2.048879206,0.875385018,-0.05252202,-1.509850051,1.101508001,-1.013923453,0.328339351,1.180514731,-0.06614537,2.214679529,-2.120489214,1.152225839,0.951234124,-1.512577136,0.386113925,1.774137848,-1.546266145,0.162505536,0.670006227,0.176620929,0.108120349,-0.251486176,-0.29998011,0.031622022,-0.278983074,-0.015937643,0.064932025,377.36,0
8593,1.121754549,0.148296634,1.160443203,1.494629437,-0.461405842,0.237934366,-0.486396621,0.007844359,1.876986581,-0.62407626,0.553617699,-1.332458482,2.853305456,0.939758326,-0.566695787,-0.477029373,0.753259927,-0.329233918,-0.805995276,-0.125015857,-0.01576987,0.525969738,-0.117747222,0.090130397,0.595800784,-0.22954075,0.056953576,0.023827621,14.27,0
8595,0.908778571,-0.221765319,0.551933342,1.205657061,-0.283554687,0.337435731,-0.290248143,0.107650527,1.369800717,-0.29876537,2.041531825,-1.935988452,1.186225946,1.945833271,0.06871976,0.312549605,0.121235592,0.698526745,-0.736130222,0.043034963,0.141875095,0.408389668,-0.24245666,-0.370104826,0.47163556,-0.261463948,-0.00465865,0.025511254,133.11,0
8599,1.320528087,0.071855981,0.174214302,-0.17141195,-0.106575227,-0.32306021,-0.250879051,-0.106012645,1.365667652,-0.38378195,1.652991823,-1.992137649,1.590349907,1.859221668,-0.219135916,0.673402147,-0.110187835,0.565339236,0.470710277,-0.092400789,-0.26659851,-0.540413434,-0.05319675,-0.503784353,0.290988504,0.956847003,-0.116416551,-0.022165886,0.77,0
8600,0.7943254,-0.298120764,0.499309312,1.688865716,-0.286814683,0.885515036,-0.553532587,0.402428075,2.032713818,-0.989429301,2.235758082,-1.997938981,0.043790893,0.509518523,-1.224243192,-0.391988779,2.018673249,0.246163268,-0.815396795,-0.055133381,-0.087208412,0.003524343,-0.164170557,-0.446056086,0.385936243,-0.281320714,0.042755941,0.046719664,131.2,0
8603,-0.662248933,0.898858964,3.006285445,2.774361077,-0.67843474,0.321409243,0.122166942,0.16652137,0.694456448,-0.236539702,0.069845779,-2.977313563,0.944488069,1.133381983,-0.80968526,0.160161753,0.750654812,0.336386443,-0.322077456,0.05549967,-0.096314229,-0.05110476,0.047246249,0.619830018,-0.242274716,-0.023127196,0.087396964,0.125934045,65.15,0
8610,-0.628795832,1.637571434,-0.259087024,0.02169891,1.06056223,-0.581243165,0.580236766,0.314948953,0.902696544,-1.922153969,-0.869777807,-3.82498344,0.493150241,0.430356592,-0.382866894,1.434977256,0.943105453,1.573685163,-1.217014286,-0.389841874,-0.147017971,-0.354145791,-0.290311703,-1.262608486,-0.083315936,-0.581694759,0.009396209,0.121986673,1,0
8614,-2.169928976,3.639653999,-4.508497786,2.730668149,-2.122692871,-2.341016828,-4.235253083,1.703537658,-1.305279133,-6.716720023,6.353612319,-8.601648263,0.449930038,-7.506169374,-0.438081782,-3.694515998,-6.304753386,-1.267587128,0.35798703,0.500779054,0.645103276,-0.503529449,-0.000522822,0.071695779,0.092007433,0.308497932,0.552590915,0.298954479,1,1
8617,1.248972652,0.289014868,0.630916288,0.836351434,-0.473342701,-0.957521602,-0.068355783,-0.248302992,1.43471292,-0.419269546,0.609467514,-2.50854217,1.261559968,1.813753728,0.371912901,0.308355863,0.34773017,-0.180766505,-0.318200003,-0.166027964,-0.411776591,-0.992248982,0.149610547,0.295043618,0.168682652,0.057811634,-0.061725422,0.012345185,9.12,0
8618,1.235987785,0.432989515,0.318136152,1.058272033,0.336082742,0.121866362,-0.017367876,-0.106606573,1.267487376,-0.459176743,0.23150359,-2.019780901,2.575268882,1.601049166,0.531885936,0.118031979,0.180762061,-0.331269027,-0.541448545,-0.126635714,-0.395582395,-0.836613211,0.025433621,-0.856708323,0.408041343,-0.590470636,0.017005617,0.014127889,9.99,0
8619,1.129109423,0.342468035,1.663493857,2.919192476,-0.761251767,0.183303127,-0.676978092,0.106030496,1.457267507,0.135099563,-0.079503796,-2.556548691,1.274312787,1.100595032,-0.996643661,0.611265806,0.339162805,0.123260127,-1.041202827,-0.233488571,-0.241923202,-0.313466751,0.061480194,0.296673278,0.261252008,-0.079954866,0.013649512,0.028281821,0,0
8620,-0.849273859,1.694619425,1.228123979,3.0709601,-0.068471287,-0.254284934,0.905162151,0.154425848,-0.849551107,-0.033959633,0.214795164,-3.160541771,1.321152523,2.370390085,0.271389875,-0.290137515,1.105359294,0.274921154,0.741566163,0.163369115,-0.011188862,-0.096821549,-0.082767345,0.31308268,0.452174503,0.315742441,-0.139047279,0.011952597,96.84,0
